@code,コードが示す地域等,@name,ふりがな,"属する「市町村等をまとめた地域等」
(AreaForecastLocalMの@code値)","""気象警報・注意報""及び
""気象特別警報報知""で使用","""竜巻注意情報""で使用",高潮特別警報・警報・注意報発表対象,波浪特別警報・警報・注意報発表対象,"""土砂災害警戒情報""で使用","""指定河川洪水予報""で使用",,,,,,
4320211,熊本県八代市のうち八代市東部の区域を除く区域,八代市西部,やつしろしせいぶ,430015,0,0,0,0,1,0,,,,,,
4320212,熊本県八代市のうち坂本支所、東陽支所及び泉支所管内,八代市東部,やつしろしとうぶ,430015,0,0,0,0,1,0,,,,,,
4320300,熊本県人吉市,人吉市,ひとよしし,430040,1,1,0,0,1,1,,,,,,
4320400,熊本県荒尾市,荒尾市,あらおし,430013,1,1,1,1,1,1,,,,,,
4320500,熊本県水俣市,水俣市,みなまたし,430032,1,1,1,1,1,1,,,,,,
4320600,熊本県玉名市,玉名市,たまなし,430013,1,1,1,1,1,1,,,,,,
4320800,熊本県山鹿市,山鹿市,やまがし,430012,1,1,0,0,1,1,,,,,,
4321000,熊本県菊池市,菊池市,きくちし,430012,1,1,0,0,1,1,,,,,,
4321100,熊本県宇土市,宇土市,うとし,430015,1,1,1,1,1,1,,,,,,
4321200,熊本県上天草市,上天草市,かみあまくさし,430031,1,1,1,1,1,1,,,,,,
4321300,熊本県宇城市,宇城市,うきし,430015,1,1,1,1,1,1,,,,,,
4321400,熊本県阿蘇市,阿蘇市,あそし,430020,1,1,0,0,1,1,,,,,,
4321500,熊本県天草市,天草市,あまくさし,430031,1,1,1,1,0,1,,,,,,
4321511,熊本県天草市のうち天草市西部の区域を除く区域,天草市東部,あまくさしとうぶ,430031,0,0,0,0,1,0,,,,,,
4321512,熊本県天草市のうち牛深支所、天草支所及び河浦支所管内,天草市西部,あまくさしせいぶ,430031,0,0,0,0,1,0,,,,,,
4321600,熊本県合志市,合志市,こうしし,430012,1,1,0,0,1,1,,,,,,
4334800,熊本県美里町,美里町,みさとまち,430015,1,1,0,0,1,1,,,,,,
4336400,熊本県玉東町,玉東町,ぎょくとうまち,430013,1,1,0,0,1,1,,,,,,
4336700,熊本県南関町,南関町,なんかんまち,430013,1,1,0,0,1,1,,,,,,
4336800,熊本県長洲町,長洲町,ながすまち,430013,1,1,1,1,1,1,,,,,,
4336900,熊本県和水町,和水町,なごみまち,430013,1,1,0,0,1,1,,,,,,
4340300,熊本県大津町,大津町,おおづまち,430012,1,1,0,0,1,1,,,,,,
4340400,熊本県菊陽町,菊陽町,きくようまち,430012,1,1,0,0,1,1,,,,,,
4342300,熊本県南小国町,南小国町,みなみおぐにまち,430020,1,1,0,0,1,1,,,,,,
4342400,熊本県小国町,小国町,おぐにまち,430020,1,1,0,0,1,1,,,,,,
4342500,熊本県産山村,産山村,うぶやまむら,430020,1,1,0,0,1,1,,,,,,
4342800,熊本県高森町,高森町,たかもりまち,430020,1,1,0,0,1,1,,,,,,
4343200,熊本県西原村,西原村,にしはらむら,430014,1,1,0,0,1,1,,,,,,
4343300,熊本県南阿蘇村,南阿蘇村,みなみあそむら,430020,1,1,0,0,1,1,,,,,,
4344100,熊本県御船町,御船町,みふねまち,430014,1,1,0,0,1,1,,,,,,
4344200,熊本県嘉島町,嘉島町,かしままち,430014,1,1,0,0,1,1,,,,,,
4344300,熊本県益城町,益城町,ましきまち,430014,1,1,0,0,1,1,,,,,,
4344400,熊本県甲佐町,甲佐町,こうさまち,430014,1,1,0,0,1,1,,,,,,
4344700,熊本県山都町,山都町,やまとちょう,430014,1,1,0,0,0,1,,,,,,
4344711,熊本県山都町のうち蘇陽総合支所管内,山都町東部,やまとちょうとうぶ,430014,0,0,0,0,1,0,,,,,,
4344712,熊本県山都町のうち山都町東部の区域を除く区域,山都町西部,やまとちょうせいぶ,430014,0,0,0,0,1,0,,,,,,
4346800,熊本県氷川町,氷川町,ひかわちょう,430015,1,1,1,1,1,1,,,,,,
4348200,熊本県芦北町,芦北町,あしきたまち,430032,1,1,1,1,1,1,,,,,,
4348400,熊本県津奈木町,津奈木町,つなぎまち,430032,1,1,1,1,1,1,,,,,,
4350100,熊本県錦町,錦町,にしきまち,430040,1,1,0,0,1,1,,,,,,
4350500,熊本県多良木町,多良木町,たらぎまち,430040,1,1,0,0,1,1,,,,,,
4350600,熊本県湯前町,湯前町,ゆのまえまち,430040,1,1,0,0,1,1,,,,,,
4350700,熊本県水上村,水上村,みずかみむら,430040,1,1,0,0,1,1,,,,,,
4351000,熊本県相良村,相良村,さがらむら,430040,1,1,0,0,1,1,,,,,,
4351100,熊本県五木村,五木村,いつきむら,430040,1,1,0,0,1,1,,,,,,
4351200,熊本県山江村,山江村,やまえむら,430040,1,1,0,0,1,1,,,,,,
4351300,熊本県球磨村,球磨村,くまむら,430040,1,1,0,0,1,1,,,,,,
4351400,熊本県あさぎり町,あさぎり町,あさぎりちょう,430040,1,1,0,0,1,1,,,,,,
4353100,熊本県苓北町,苓北町,れいほくまち,430031,1,1,1,1,1,1,,,,,,
4420100,大分県大分市,大分市,おおいたし,440010,1,1,1,1,1,1,,,,,,
4420200,大分県別府市,別府市,べっぷし,440010,1,1,1,1,1,1,,,,,,
4420300,大分県中津市,中津市,なかつし,440020,1,1,1,1,1,1,,,,,,
4420400,大分県日田市,日田市,ひたし,440031,1,1,0,0,1,1,,,,,,
4420500,大分県佐伯市,佐伯市,さいきし,440041,1,1,1,1,1,1,,,,,,
4420600,大分県臼杵市,臼杵市,うすきし,440010,1,1,1,1,1,1,,,,,,
4420700,大分県津久見市,津久見市,つくみし,440010,1,1,1,1,1,1,,,,,,
4420800,大分県竹田市,竹田市,たけたし,440032,1,1,0,0,1,1,,,,,,
4420900,大分県豊後高田市,豊後高田市,ぶんごたかだし,440020,1,1,1,1,1,1,,,,,,
4421000,大分県杵築市,杵築市,きつきし,440010,1,1,1,1,1,1,,,,,,
4421100,大分県宇佐市,宇佐市,うさし,440020,1,1,1,1,1,1,,,,,,
4421200,大分県豊後大野市,豊後大野市,ぶんごおおのし,440042,1,1,0,0,1,1,,,,,,
4421300,大分県由布市,由布市,ゆふし,440010,1,1,0,0,1,1,,,,,,
4421400,大分県国東市,国東市,くにさきし,440020,1,1,1,1,1,1,,,,,,
4432200,大分県姫島村,姫島村,ひめしまむら,440020,1,1,1,1,1,1,,,,,,
4434100,大分県日出町,日出町,ひじまち,440010,1,1,1,1,1,1,,,,,,
4446100,大分県九重町,九重町,ここのえまち,440031,1,1,0,0,1,1,,,,,,
4446200,大分県玖珠町,玖珠町,くすまち,440031,1,1,0,0,1,1,,,,,,
4520100,宮崎県宮崎市,宮崎市,みやざきし,450011,1,1,1,1,1,1,,,,,,
4520200,宮崎県都城市,都城市,みやこのじょうし,450032,1,1,0,0,1,1,,,,,,
4520300,宮崎県延岡市,延岡市,のべおかし,450021,1,1,1,1,1,1,,,,,,
4520400,宮崎県日南市,日南市,にちなんし,450012,1,1,1,1,1,1,,,,,,
4520500,宮崎県小林市,小林市,こばやしし,450031,1,1,0,0,1,1,,,,,,
4520600,宮崎県日向市,日向市,ひゅうがし,450021,1,1,1,1,1,1,,,,,,
4520700,宮崎県串間市,串間市,くしまし,450012,1,1,1,1,1,1,,,,,,
4520800,宮崎県西都市,西都市,さいとし,450022,1,1,0,0,1,1,,,,,,
4520900,宮崎県えびの市,えびの市,えびのし,450031,1,1,0,0,1,1,,,,,,
4534100,宮崎県三股町,三股町,みまたちょう,450032,1,1,0,0,1,1,,,,,,
4536100,宮崎県高原町,高原町,たかはるちょう,450031,1,1,0,0,1,1,,,,,,
4538200,宮崎県国富町,国富町,くにとみちょう,450011,1,1,0,0,1,1,,,,,,
4538300,宮崎県綾町,綾町,あやちょう,450011,1,1,0,0,1,1,,,,,,
4540100,宮崎県高鍋町,高鍋町,たかなべちょう,450022,1,1,1,1,1,1,,,,,,
4540200,宮崎県新富町,新富町,しんとみちょう,450022,1,1,1,1,1,1,,,,,,
4540300,宮崎県西米良村,西米良村,にしめらそん,450042,1,1,0,0,1,1,,,,,,
4540400,宮崎県木城町,木城町,きじょうちょう,450022,1,1,0,0,1,1,,,,,,
4540500,宮崎県川南町,川南町,かわみなみちょう,450022,1,1,1,1,1,1,,,,,,
4540600,宮崎県都農町,都農町,つのちょう,450022,1,1,1,1,1,1,,,,,,
4542100,宮崎県門川町,門川町,かどがわちょう,450021,1,1,1,1,1,1,,,,,,
4542900,宮崎県諸塚村,諸塚村,もろつかそん,450042,1,1,0,0,1,1,,,,,,
4543000,宮崎県椎葉村,椎葉村,しいばそん,450042,1,1,0,0,1,1,,,,,,
4543100,宮崎県美郷町,美郷町,みさとちょう,450042,1,1,0,0,1,1,,,,,,
4544100,宮崎県高千穂町,高千穂町,たかちほちょう,450041,1,1,0,0,1,1,,,,,,
4544200,宮崎県日之影町,日之影町,ひのかげちょう,450041,1,1,0,0,1,1,,,,,,
4544300,宮崎県五ヶ瀬町,五ヶ瀬町,ごかせちょう,450041,1,1,0,0,1,1,,,,,,
4620100,鹿児島県鹿児島市,鹿児島市,かごしまし,460011,1,1,1,1,1,1,,,,,,
4620300,鹿児島県鹿屋市,鹿屋市,かのやし,460022,1,1,1,1,1,1,,,,,,
4620400,鹿児島県枕崎市,枕崎市,まくらざきし,460015,1,1,1,1,1,1,,,,,,
4620600,鹿児島県阿久根市,阿久根市,あくねし,460012,1,1,1,1,1,1,,,,,,
4620800,鹿児島県出水市,出水市,いずみし,460012,1,1,1,1,1,1,,,,,,
4621000,鹿児島県指宿市,指宿市,いぶすきし,460015,1,1,1,1,1,1,,,,,,
4621300,鹿児島県西之表市,西之表市,にしのおもてし,460031,1,1,1,1,1,1,,,,,,
4621400,鹿児島県垂水市,垂水市,たるみずし,460022,1,1,1,1,1,1,,,,,,
4621500,鹿児島県薩摩川内市,薩摩川内市,さつませんだいし,,0,0,0,0,0,1,,,,,,
4621501,気象庁予報警報規程別表第四の二に示す「薩摩川内市」の区域,薩摩川内市,さつませんだいし,460013,1,1,1,1,1,0,,,,,,
4621502,気象庁予報警報規程別表第四の二に示す「薩摩川内市甑島」の区域,薩摩川内市甑島,さつませんだいしこしきしま,460014,1,1,1,1,1,0,,,,,,
4621600,鹿児島県日置市,日置市,ひおきし,460011,1,1,1,1,1,1,,,,,,
4621700,鹿児島県曽於市,曽於市,そおし,460021,1,1,0,0,1,1,,,,,,
4621800,鹿児島県霧島市,霧島市,きりしまし,460013,1,1,1,1,1,1,,,,,,
4621900,鹿児島県いちき串木野市,いちき串木野市,いちきくしきのし,460011,1,1,1,1,1,1,,,,,,
4622000,鹿児島県南さつま市,南さつま市,みなみさつまし,460015,1,1,1,1,1,1,,,,,,
4622100,鹿児島県志布志市,志布志市,しぶしし,460021,1,1,1,1,1,1,,,,,,
4622200,鹿児島県奄美市,奄美市,あまみし,460041,1,1,1,1,1,1,,,,,,
4622300,鹿児島県南九州市,南九州市,みなみきゅうしゅうし,460015,1,1,1,1,1,1,,,,,,
4622400,鹿児島県伊佐市,伊佐市,いさし,460012,1,1,0,0,1,1,,,,,,
4622500,鹿児島県姶良市,姶良市,あいらし,460013,1,1,1,1,1,1,,,,,,
4630300,鹿児島県三島村,三島村,みしまむら,460031,1,1,1,1,1,1,,,,,,
4630400,鹿児島県十島村,十島村,としまむら,460043,1,1,1,1,1,1,,,,,,
4639200,鹿児島県さつま町,さつま町,さつまちょう,460013,1,1,0,0,1,1,,,,,,
4640400,鹿児島県長島町,長島町,ながしまちょう,460012,1,1,1,1,1,1,,,,,,
4645200,鹿児島県湧水町,湧水町,ゆうすいちょう,460013,1,1,0,0,1,1,,,,,,
4646800,鹿児島県大崎町,大崎町,おおさきちょう,460021,1,1,1,1,1,1,,,,,,
4648200,鹿児島県東串良町,東串良町,ひがしくしらちょう,460022,1,1,1,1,1,1,,,,,,
4649000,鹿児島県錦江町,錦江町,きんこうちょう,460022,1,1,1,1,1,1,,,,,,
4649100,鹿児島県南大隅町,南大隅町,みなみおおすみちょう,460022,1,1,1,1,1,1,,,,,,
4649200,鹿児島県肝付町,肝付町,きもつきちょう,460022,1,1,1,1,1,1,,,,,,
4650100,鹿児島県中種子町,中種子町,なかたねちょう,460031,1,1,1,1,1,1,,,,,,
4650200,鹿児島県南種子町,南種子町,みなみたねちょう,460031,1,1,1,1,1,1,,,,,,
4650500,鹿児島県屋久島町,屋久島町,やくしまちょう,460032,1,1,1,1,1,1,,,,,,
4652300,鹿児島県大和村,大和村,やまとそん,460041,1,1,1,1,1,1,,,,,,
4652400,鹿児島県宇検村,宇検村,うけんそん,460041,1,1,1,1,1,1,,,,,,
4652500,鹿児島県瀬戸内町,瀬戸内町,せとうちちょう,460041,1,1,1,1,1,1,,,,,,
4652700,鹿児島県龍郷町,龍郷町,たつごうちょう,460041,1,1,1,1,1,1,,,,,,
4652900,鹿児島県喜界町,喜界町,きかいちょう,460041,1,1,1,1,1,1,,,,,,
4653000,鹿児島県徳之島町,徳之島町,とくのしまちょう,460042,1,1,1,1,1,1,,,,,,
4653100,鹿児島県天城町,天城町,あまぎちょう,460042,1,1,1,1,1,1,,,,,,
4653200,鹿児島県伊仙町,伊仙町,いせんちょう,460042,1,1,1,1,1,1,,,,,,
4653300,鹿児島県和泊町,和泊町,わどまりちょう,460042,1,1,1,1,1,1,,,,,,
4653400,鹿児島県知名町,知名町,ちなちょう,460042,1,1,1,1,1,1,,,,,,
4653500,鹿児島県与論町,与論町,よろんちょう,460042,1,1,1,1,1,1,,,,,,
4720100,沖縄県那覇市,那覇市,なはし,471011,1,1,1,1,1,1,,,,,,
4720500,沖縄県宜野湾市,宜野湾市,ぎのわんし,471012,1,1,1,1,1,1,,,,,,
4720700,沖縄県石垣市,石垣市,いしがきし,474011,1,1,1,1,1,1,,,,,,
4720800,沖縄県浦添市,浦添市,うらそえし,471011,1,1,1,1,1,1,,,,,,
4720900,沖縄県名護市,名護市,なごし,471023,1,1,1,1,1,1,,,,,,
4721000,沖縄県糸満市,糸満市,いとまんし,471011,1,1,1,1,1,1,,,,,,
4721100,沖縄県沖縄市,沖縄市,おきなわし,471012,1,1,1,1,1,1,,,,,,
4721200,沖縄県豊見城市,豊見城市,とみぐすくし,471011,1,1,1,1,1,1,,,,,,
4721300,沖縄県うるま市,うるま市,うるまし,471012,1,1,1,1,1,1,,,,,,
4721400,沖縄県宮古島市,宮古島市,みやこじまし,473001,1,1,1,1,1,1,,,,,,
4721500,沖縄県南城市,南城市,なんじょうし,471011,1,1,1,1,1,1,,,,,,
4730100,沖縄県国頭村,国頭村,くにがみそん,471022,1,1,1,1,1,1,,,,,,
4730200,沖縄県大宜味村,大宜味村,おおぎみそん,471022,1,1,1,1,1,1,,,,,,
4730300,沖縄県東村,東村,ひがしそん,471022,1,1,1,1,1,1,,,,,,
4730600,沖縄県今帰仁村,今帰仁村,なきじんそん,471023,1,1,1,1,1,1,,,,,,
4730800,沖縄県本部町,本部町,もとぶちょう,471023,1,1,1,1,1,1,,,,,,
4731100,沖縄県恩納村,恩納村,おんなそん,471024,1,1,1,1,1,1,,,,,,
4731300,沖縄県宜野座村,宜野座村,ぎのざそん,471024,1,1,1,1,1,1,,,,,,
4731400,沖縄県金武町,金武町,きんちょう,471024,1,1,1,1,1,1,,,,,,
4731500,沖縄県伊江村,伊江村,いえそん,471023,1,1,1,1,1,1,,,,,,
4732400,沖縄県読谷村,読谷村,よみたんそん,471012,1,1,1,1,1,1,,,,,,
4732500,沖縄県嘉手納町,嘉手納町,かでなちょう,471012,1,1,1,1,1,1,,,,,,
4732600,沖縄県北谷町,北谷町,ちゃたんちょう,471012,1,1,1,1,1,1,,,,,,
4732700,沖縄県北中城村,北中城村,きたなかぐすくそん,471012,1,1,1,1,1,1,,,,,,
4732800,沖縄県中城村,中城村,なかぐすくそん,471012,1,1,1,1,1,1,,,,,,
4732900,沖縄県西原町,西原町,にしはらちょう,471011,1,1,1,1,1,1,,,,,,
4734800,沖縄県与那原町,与那原町,よなばるちょう,471011,1,1,1,1,1,1,,,,,,
4735000,沖縄県南風原町,南風原町,はえばるちょう,471011,1,1,0,0,1,1,,,,,,
4735300,沖縄県渡嘉敷村,渡嘉敷村,とかしきそん,471013,1,1,1,1,1,1,,,,,,
4735400,沖縄県座間味村,座間味村,ざまみそん,471013,1,1,1,1,1,1,,,,,,
4735500,沖縄県粟国村,粟国村,あぐにそん,471013,1,1,1,1,1,1,,,,,,
4735600,沖縄県渡名喜村,渡名喜村,となきそん,471013,1,1,1,1,1,1,,,,,,
4735700,沖縄県南大東村,南大東村,みなみだいとうそん,472000,1,1,1,1,0,1,,,,,,
4735800,沖縄県北大東村,北大東村,きただいとうそん,472000,1,1,1,1,0,1,,,,,,
4735900,沖縄県伊平屋村,伊平屋村,いへやそん,471021,1,1,1,1,1,1,,,,,,
4736000,沖縄県伊是名村,伊是名村,いぜなそん,471021,1,1,1,1,1,1,,,,,,
4736100,沖縄県久米島町,久米島町,くめじまちょう,471030,1,1,1,1,1,1,,,,,,
4736200,沖縄県八重瀬町,八重瀬町,やえせちょう,471011,1,1,1,1,1,1,,,,,,
4737500,沖縄県多良間村,多良間村,たらまそん,473002,1,1,1,1,1,1,,,,,,
4738100,沖縄県竹富町,竹富町,たけとみちょう,474012,1,1,1,1,1,1,,,,,,
4738200,沖縄県与那国町,与那国町,よなぐにちょう,474020,1,1,1,1,1,1,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
